nombre_persona,cedula,edad,genero,numero_celular,gmail,vendedor,fecha_venta,valor_vehiculo,iva,valor_total
Pedro López,95195886,21,F,3476256848,pedro.lópez@gmail.com,SuperAutos,2020-10-21,126313268.44,23999521,150312789.44
Sofía Ramírez,80208754,57,M,3937496274,sofía.ramírez@gmail.com,AutoCenter,2020-01-14,68551491.39,13024783,81576274.39
Laura Rodríguez,66139053,68,M,3880869478,laura.rodríguez@gmail.com,CarrosYA,2024-02-14,124541840.24,23662949,148204789.24
Andrés López,16321556,50,M,3819656406,andrés.lópez@gmail.com,CarrosYA,2024-02-19,188826245.18,35876986,224703231.18
Luis Hernández,17475565,54,F,3963756360,luis.hernández@gmail.com,SuperAutos,2022-08-07,102677898.45,19508800,122186698.45
Andrés Moreno,94102049,55,M,3533724686,andrés.moreno@gmail.com,AutoCenter,2023-05-24,122597037.4,23293437,145890474.4
Ana Pérez,45063866,55,F,3168721119,ana.pérez@gmail.com,CarrosYA,2023-01-10,97113846.24,18451630,115565476.24
Sofía Pérez,23081318,30,M,3075537598,sofía.pérez@gmail.com,SuperAutos,2023-10-03,114896641.23,21830361,136727002.23
Laura Torres,28756010,50,M,3677915105,laura.torres@gmail.com,AutoCenter,2024-07-29,91351610.38,17356805,108708415.38
María Rodríguez,23346355,37,M,3279533996,maría.rodríguez@gmail.com,AutoCenter,2021-10-23,70920898.94,13474970,84395868.94
Juan Pérez,64840228,25,F,3015349316,juan.pérez@gmail.com,SuperAutos,2023-01-03,187229061.29,35573521,222802582.29
Luis Gómez,27241205,70,F,3353580328,luis.gómez@gmail.com,SuperAutos,2020-10-24,187589236.53,35641954,223231190.53
Pedro Ramírez,80445349,76,M,3417585586,pedro.ramírez@gmail.com,SuperAutos,2022-06-26,184125868.26,34983914,219109782.26
Ana Rodríguez,75592348,74,F,3789827347,ana.rodríguez@gmail.com,Vehimotors,2023-11-08,127400499.59,24206094,151606593.59
Camila Torres,27829784,56,F,3683387005,camila.torres@gmail.com,AutoCenter,2021-04-07,105006110.41,19951160,124957270.41
María Ramírez,57654139,21,M,3920118901,maría.ramírez@gmail.com,Vehimotors,2023-05-07,170712820.68,32435435,203148255.68
Luis Ramírez,49636799,28,M,3330335166,luis.ramírez@gmail.com,AutoCenter,2024-07-26,133141755.36,25296933,158438688.36
Juan Ramírez,44479615,53,F,3952200665,juan.ramírez@gmail.com,Vehimotors,2021-07-28,124868561.75,23725026,148593587.75
Andrés Martínez,13040933,29,M,3251174248,andrés.martínez@gmail.com,AutoCenter,2024-09-27,68628398.99,13039395,81667793.99
María Martínez,87707275,19,M,3722077781,maría.martínez@gmail.com,CarrosYA,2020-07-24,80177767.14,15233775,95411542.14
Ana García,91373101,44,M,3466204168,ana.garcía@gmail.com,MotorCity,2024-11-30,115263192.71,21900006,137163198.71
Luis López,55011334,62,F,3434474106,luis.lópez@gmail.com,MotorCity,2024-11-07,191667809.05,36416883,228084692.05
Juan Gómez,18996692,33,F,3613298051,juan.gómez@gmail.com,MotorCity,2022-11-21,198993634.64,37808790,236802424.64
Juan Torres,20822140,68,F,3253776463,juan.torres@gmail.com,CarrosYA,2021-10-25,109698711.68,20842755,130541466.68
Camila Rodríguez,16422371,46,F,3335191452,camila.rodríguez@gmail.com,MotorCity,2020-03-20,141193903.78,26826841,168020744.78
Ana Ramírez,92597112,50,F,3824601932,ana.ramírez@gmail.com,CarrosYA,2024-12-20,34376097.25,6531458,40907555.25
Luis Hernández,95401500,24,M,3657519640,luis.hernández@gmail.com,CarrosYA,2022-12-14,93190852.5,17706261,110897113.5
María Torres,94033218,61,M,3449200761,maría.torres@gmail.com,SuperAutos,2020-08-02,143624126.56,27288584,170912710.56
Camila Rodríguez,98519430,79,M,3248613009,camila.rodríguez@gmail.com,MotorCity,2024-03-29,117937704.63,22408163,140345867.63
Luis Pérez,27557907,31,M,3849073981,luis.pérez@gmail.com,MotorCity,2021-04-09,159127917.71,30234304,189362221.71
Luis Gómez,1059518,59,F,3313946565,luis.gómez@gmail.com,SuperAutos,2022-11-29,167619772.33,31847756,199467528.33
Ana Pérez,28308777,41,M,3757645415,ana.pérez@gmail.com,AutoCenter,2020-02-13,42426321.76,8061001,50487322.76
Juan Ramírez,65408915,18,F,3372253350,juan.ramírez@gmail.com,CarrosYA,2021-06-30,59637143.8,11331057,70968200.8
Laura García,93980225,73,F,3370038982,laura.garcía@gmail.com,SuperAutos,2023-12-25,142997974.79,27169615,170167589.79
Luis Rodríguez,10379703,49,F,3396485572,luis.rodríguez@gmail.com,Vehimotors,2022-04-07,105085661.91,19966275,125051936.91
Ana López,41793947,32,F,3841517904,ana.lópez@gmail.com,SuperAutos,2022-11-14,56879395.54,10807085,67686480.54
Juan Ramírez,36518265,63,F,3377586582,juan.ramírez@gmail.com,CarrosYA,2023-11-24,36950005.75,7020501,43970506.75
Pedro Torres,37101836,78,M,3493046727,pedro.torres@gmail.com,SuperAutos,2020-05-13,30612793.32,5816430,36429223.32
Luis García,33638623,71,F,3340976864,luis.garcía@gmail.com,AutoCenter,2023-03-14,113535089.95,21571667,135106756.95
Ana Torres,64687547,33,M,3522677324,ana.torres@gmail.com,Vehimotors,2022-11-02,198133685.39,37645400,235779085.39
Luis García,66246616,60,M,3763761097,luis.garcía@gmail.com,AutoCenter,2024-07-14,118825076.42,22576764,141401840.42
María López,81673572,48,F,3613646299,maría.lópez@gmail.com,MotorCity,2024-01-08,180598011.56,34313622,214911633.56
Andrés López,16237270,46,F,3019743198,andrés.lópez@gmail.com,SuperAutos,2022-11-08,64996968.79,12349424,77346392.79
Luis Hernández,88260609,43,F,3580820593,luis.hernández@gmail.com,Vehimotors,2020-10-08,68927947.27,13096309,82024256.27
Camila López,81208550,63,M,3999901878,camila.lópez@gmail.com,MotorCity,2022-09-18,113163215.51,21501010,134664225.51
María López,19442732,70,M,3253190977,maría.lópez@gmail.com,CarrosYA,2023-08-20,183653230.19,34894113,218547343.19
Camila Torres,84896393,76,M,3859024488,camila.torres@gmail.com,SuperAutos,2020-12-05,42148521.33,8008219,50156740.33
Sofía Rodríguez,77233541,46,F,3356883273,sofía.rodríguez@gmail.com,CarrosYA,2023-08-17,156718487.02,29776512,186494999.02
Laura García,5791909,21,M,3921881734,laura.garcía@gmail.com,AutoCenter,2023-07-19,147203020.56,27968573,175171593.56
María Pérez,70551590,70,F,3176517770,maría.pérez@gmail.com,AutoCenter,2022-07-26,127858745.31,24293161,152151906.31
Ana Rodríguez,29143106,52,M,3849690709,ana.rodríguez@gmail.com,CarrosYA,2020-02-25,60247643.26,11447052,71694695.26
Camila Moreno,64642190,52,M,3488055429,camila.moreno@gmail.com,CarrosYA,2021-07-16,107972078.61,20514694,128486772.61
Luis López,7612176,51,M,3453432189,luis.lópez@gmail.com,SuperAutos,2020-11-03,122695524.96,23312149,146007673.96
Pedro García,14294741,46,F,3724555083,pedro.garcía@gmail.com,MotorCity,2020-05-18,44783113.34,8508791,53291904.34
María Torres,96976523,73,F,3728227778,maría.torres@gmail.com,CarrosYA,2020-07-20,91701636.25,17423310,109124946.25
Sofía García,28533635,55,M,3232620260,sofía.garcía@gmail.com,AutoCenter,2022-08-27,117382638.05,22302701,139685339.05
María López,28715618,32,M,3088102915,maría.lópez@gmail.com,MotorCity,2023-05-06,98360802.75,18688552,117049354.75
Sofía Martínez,80873855,45,F,3373988204,sofía.martínez@gmail.com,AutoCenter,2020-03-23,143052402.82,27179956,170232358.82
Ana Moreno,91611242,45,F,3592306620,ana.moreno@gmail.com,CarrosYA,2022-06-19,89704015.79,17043763,106747778.79
Laura Martínez,29397641,68,F,3886537121,laura.martínez@gmail.com,AutoCenter,2023-01-13,135553344.87,25755135,161308479.87
Luis Martínez,24755964,47,F,3949044075,luis.martínez@gmail.com,MotorCity,2023-12-24,138961730.71,26402728,165364458.71
Ana Rodríguez,39952593,34,F,3094604152,ana.rodríguez@gmail.com,CarrosYA,2022-06-25,110264463.88,20950248,131214711.88
Luis López,65211190,52,F,3786750748,luis.lópez@gmail.com,AutoCenter,2023-03-29,197478873.93,37520986,234999859.93
Laura García,48230613,49,M,3244622537,laura.garcía@gmail.com,SuperAutos,2022-01-02,77869653.19,14795234,92664887.19
Pedro Pérez,14363311,40,F,3527261566,pedro.pérez@gmail.com,MotorCity,2024-11-05,152523710.76,28979505,181503215.76
Carlos Martínez,68820871,35,M,3160792625,carlos.martínez@gmail.com,AutoCenter,2022-04-29,66369076.96,12610124,78979200.96
Andrés Gómez,26104233,24,F,3551794377,andrés.gómez@gmail.com,MotorCity,2023-05-13,108254176.92,20568293,128822469.92
María Ramírez,9340237,27,M,3310360321,maría.ramírez@gmail.com,MotorCity,2020-01-25,95390373.22,18124170,113514543.22
María Gómez,32417858,30,F,3440905511,maría.gómez@gmail.com,MotorCity,2023-07-21,67957355.69,12911897,80869252.69
Laura Gómez,54919108,46,F,3656072245,laura.gómez@gmail.com,SuperAutos,2020-11-18,176984039.37,33626967,210611006.37
Carlos López,50145173,77,F,3986667012,carlos.lópez@gmail.com,AutoCenter,2023-04-27,141511429.84,26887171,168398600.84
Carlos Gómez,38769083,65,F,3278007929,carlos.gómez@gmail.com,SuperAutos,2021-08-24,46683169.78,8869802,55552971.78
Luis López,99485072,58,F,3320044668,luis.lópez@gmail.com,AutoCenter,2020-08-07,41659837.02,7915369,49575206.02
Luis López,73165289,58,F,3554857135,luis.lópez@gmail.com,MotorCity,2023-03-20,93907888.16,17842498,111750386.16
Laura Rodríguez,85321716,20,F,3180367312,laura.rodríguez@gmail.com,CarrosYA,2022-09-08,42894064.74,8149872,51043936.74
Juan Ramírez,97647959,27,M,3113269821,juan.ramírez@gmail.com,MotorCity,2024-12-16,169059475.2,32121300,201180775.2
Ana Gómez,61202725,42,F,3342776725,ana.gómez@gmail.com,CarrosYA,2022-10-21,48988663.34,9307846,58296509.34
Andrés Pérez,75400871,54,F,3247220739,andrés.pérez@gmail.com,AutoCenter,2022-01-07,38485439.1,7312233,45797672.1
Luis Moreno,15083732,24,M,3648132717,luis.moreno@gmail.com,MotorCity,2023-11-09,190609290.51,36215765,226825055.51
Laura Martínez,31185224,28,M,3786242795,laura.martínez@gmail.com,Vehimotors,2020-01-21,184642035.7,35081986,219724021.7
María Gómez,43172431,26,M,3019147891,maría.gómez@gmail.com,MotorCity,2021-03-14,127352534.59,24196981,151549515.59
Carlos Pérez,61098148,37,M,3443098177,carlos.pérez@gmail.com,MotorCity,2022-08-23,116764149.51,22185188,138949337.51
María López,37979441,43,M,3190816104,maría.lópez@gmail.com,AutoCenter,2021-07-14,35821781.43,6806138,42627919.43
Ana Hernández,16041178,51,M,3551015759,ana.hernández@gmail.com,AutoCenter,2021-11-18,46720678.71,8876928,55597606.71
María Hernández,57021314,33,M,3315557848,maría.hernández@gmail.com,Vehimotors,2024-10-05,124564000.47,23667160,148231160.47
Carlos Torres,78169554,57,F,3928122099,carlos.torres@gmail.com,MotorCity,2023-03-05,92321444.8,17541074,109862518.8
Andrés Moreno,91730642,62,M,3822669227,andrés.moreno@gmail.com,AutoCenter,2024-12-13,168307259.0,31978379,200285638.0
Pedro Torres,31203631,37,M,3560454249,pedro.torres@gmail.com,SuperAutos,2022-07-01,135960480.51,25832491,161792971.51
Pedro García,61641195,27,M,3686681971,pedro.garcía@gmail.com,MotorCity,2024-10-10,41518916.37,7888594,49407510.37
Luis Gómez,55057625,24,F,3267125208,luis.gómez@gmail.com,Vehimotors,2021-02-11,58374357.12,11091127,69465484.12
Carlos Torres,43272365,25,M,3867645085,carlos.torres@gmail.com,AutoCenter,2021-07-30,132270986.65,25131487,157402473.65
Andrés Ramírez,53061587,73,F,3475844838,andrés.ramírez@gmail.com,Vehimotors,2023-01-13,168514845.65,32017820,200532665.65
Camila Torres,93872168,72,M,3436838327,camila.torres@gmail.com,CarrosYA,2020-02-10,171489820.99,32583065,204072885.99
Camila Gómez,40241968,35,M,3889193012,camila.gómez@gmail.com,Vehimotors,2024-02-11,49603393.0,9424644,59028037.0
Juan Martínez,97823358,55,M,3291645393,juan.martínez@gmail.com,MotorCity,2022-05-10,98868676.35,18785048,117653724.35
María Pérez,61423577,74,M,3171859393,maría.pérez@gmail.com,CarrosYA,2023-04-17,55722440.32,10587263,66309703.32
Ana García,18979539,46,M,3620425361,ana.garcía@gmail.com,SuperAutos,2024-06-21,130849031.81,24861316,155710347.81
María Ramírez,55050839,68,F,3882865735,maría.ramírez@gmail.com,MotorCity,2022-03-10,56504668.36,10735886,67240554.36
Andrés López,85633720,74,F,3679062489,andrés.lópez@gmail.com,SuperAutos,2024-11-09,65027383.81,12355202,77382585.81
Sofía Torres,16348170,62,F,3810812513,sofía.torres@gmail.com,CarrosYA,2022-06-06,162265580.79,30830460,193096040.79
Pedro Pérez,26697257,70,F,3182612487,pedro.pérez@gmail.com,AutoCenter,2021-10-12,91488972.16,17382904,108871876.16
Ana Rodríguez,66035509,60,F,3934532256,ana.rodríguez@gmail.com,MotorCity,2021-12-09,138959333.59,26402273,165361606.59
Sofía Torres,52089079,50,F,3527490830,sofía.torres@gmail.com,SuperAutos,2024-07-25,85518610.91,16248536,101767146.91
María Rodríguez,51586936,37,F,3091400366,maría.rodríguez@gmail.com,AutoCenter,2020-12-10,80158218.23,15230061,95388279.23
Ana García,64921367,57,F,3679295299,ana.garcía@gmail.com,AutoCenter,2024-07-19,122720826.89,23316957,146037783.89
Ana Torres,33887898,42,M,3563416395,ana.torres@gmail.com,AutoCenter,2020-02-01,176544183.94,33543394,210087577.94
Andrés López,92034925,52,F,3710701858,andrés.lópez@gmail.com,SuperAutos,2024-09-05,192422369.61,36560250,228982619.61
Sofía Torres,17579780,46,F,3655383268,sofía.torres@gmail.com,MotorCity,2020-09-11,180734484.37,34339552,215074036.37
Pedro Ramírez,24512864,45,M,3226614151,pedro.ramírez@gmail.com,CarrosYA,2021-03-14,105466409.43,20038617,125505026.43
Andrés Martínez,32403015,18,M,3973596587,andrés.martínez@gmail.com,CarrosYA,2023-03-02,100957759.28,19181974,120139733.28
Carlos Hernández,48007518,49,M,3088279826,carlos.hernández@gmail.com,MotorCity,2022-08-04,71554802.76,13595412,85150214.76
Carlos López,36245462,71,F,3691420918,carlos.lópez@gmail.com,Vehimotors,2021-11-17,62232310.04,11824138,74056448.04
Laura Torres,7350232,62,M,3569682002,laura.torres@gmail.com,CarrosYA,2023-08-23,137851991.08,26191878,164043869.08
Carlos Moreno,26453917,41,F,3841939802,carlos.moreno@gmail.com,SuperAutos,2022-05-04,188139444.22,35746494,223885938.22
Ana Torres,48246309,24,F,3538116800,ana.torres@gmail.com,MotorCity,2020-10-18,181157063.11,34419841,215576904.11
Andrés López,52508217,67,M,3395733530,andrés.lópez@gmail.com,SuperAutos,2020-06-11,127688367.42,24260789,151949156.42
Juan López,42631851,52,M,3970722829,juan.lópez@gmail.com,SuperAutos,2024-02-21,149316330.14,28370102,177686432.14
Laura Moreno,89464949,25,F,3524228357,laura.moreno@gmail.com,MotorCity,2022-08-22,174962221.55,33242822,208205043.55
Pedro García,6546210,36,M,3622122788,pedro.garcía@gmail.com,AutoCenter,2022-11-16,145358432.7,27618102,172976534.7
Camila Pérez,70030239,34,M,3855995018,camila.pérez@gmail.com,SuperAutos,2020-03-04,112394667.35,21354986,133749653.35
Juan Hernández,50712766,35,M,3922679160,juan.hernández@gmail.com,MotorCity,2020-07-14,55820120.08,10605822,66425942.08
Camila Torres,93432332,33,F,3021678150,camila.torres@gmail.com,CarrosYA,2022-07-03,111806601.78,21243254,133049855.78
María García,79955419,79,F,3029116011,maría.garcía@gmail.com,CarrosYA,2023-12-16,136101142.31,25859217,161960359.31
Sofía Moreno,66257897,22,M,3386107182,sofía.moreno@gmail.com,SuperAutos,2021-06-14,115723560.73,21987476,137711036.73
Juan Pérez,98515280,71,M,3829073152,juan.pérez@gmail.com,SuperAutos,2022-02-03,121637329.92,23111092,144748421.92
Pedro Moreno,56832178,25,F,3068736958,pedro.moreno@gmail.com,MotorCity,2023-06-25,122818856.72,23335582,146154438.72
Laura Moreno,17009310,63,F,3879746164,laura.moreno@gmail.com,Vehimotors,2020-04-26,128639254.37,24441458,153080712.37
Ana Rodríguez,38456942,56,F,3515844035,ana.rodríguez@gmail.com,CarrosYA,2024-10-08,136882438.99,26007663,162890101.99
Sofía Moreno,91081643,23,F,3575023469,sofía.moreno@gmail.com,CarrosYA,2021-04-07,81190315.97,15426160,96616475.97
Sofía Pérez,93792012,54,M,3947111858,sofía.pérez@gmail.com,AutoCenter,2023-11-03,88447730.32,16805068,105252798.32
Ana Rodríguez,44709510,55,F,3498643665,ana.rodríguez@gmail.com,AutoCenter,2022-01-08,96264732.75,18290299,114555031.75
Juan Rodríguez,57957602,72,M,3597575047,juan.rodríguez@gmail.com,AutoCenter,2024-01-31,110152790.6,20929030,131081820.6
Camila Moreno,99267841,51,F,3542573661,camila.moreno@gmail.com,MotorCity,2022-02-03,30880934.85,5867377,36748311.85
Luis López,46159950,29,M,3091928732,luis.lópez@gmail.com,SuperAutos,2022-08-22,81601762.26,15504334,97106096.26
Sofía Hernández,22669980,76,F,3614913994,sofía.hernández@gmail.com,Vehimotors,2021-06-23,156030846.98,29645860,185676706.98
Laura Hernández,70542894,42,F,3279545071,laura.hernández@gmail.com,Vehimotors,2020-12-09,127055490.64,24140543,151196033.64
Juan Gómez,6539382,56,F,3515064186,juan.gómez@gmail.com,Vehimotors,2023-06-01,79253603.47,15058184,94311787.47
Ana Pérez,45558756,42,M,3830880172,ana.pérez@gmail.com,SuperAutos,2022-03-20,96544351.18,18343426,114887777.18
Ana García,71392619,69,F,3316553384,ana.garcía@gmail.com,Vehimotors,2024-10-22,188284532.04,35774061,224058593.04
Luis Rodríguez,35950261,28,M,3966959914,luis.rodríguez@gmail.com,Vehimotors,2024-08-29,43019233.39,8173654,51192887.39
María García,45830663,59,M,3564043371,maría.garcía@gmail.com,Vehimotors,2022-01-26,104449131.25,19845334,124294465.25
Andrés Hernández,66642874,48,F,3967680725,andrés.hernández@gmail.com,MotorCity,2022-05-21,167432732.01,31812219,199244951.01
Juan López,55169219,74,M,3171279828,juan.lópez@gmail.com,AutoCenter,2020-09-04,192574533.8,36589161,229163694.8
Andrés Hernández,21584002,78,F,3529021254,andrés.hernández@gmail.com,CarrosYA,2020-06-30,152730973.24,29018884,181749857.24
Laura Martínez,61055855,58,M,3540368384,laura.martínez@gmail.com,AutoCenter,2023-11-11,195352028.32,37116885,232468913.32
Carlos Torres,1533650,79,F,3380416479,carlos.torres@gmail.com,AutoCenter,2023-09-15,95824640.29,18206681,114031321.29
Ana Rodríguez,78578793,25,M,3617541119,ana.rodríguez@gmail.com,MotorCity,2022-11-10,128517941.94,24418408,152936349.94
Ana García,70481001,77,F,3973119180,ana.garcía@gmail.com,Vehimotors,2020-10-03,122862561.7,23343886,146206447.7
Camila Moreno,36786856,65,M,3676919347,camila.moreno@gmail.com,Vehimotors,2021-06-15,178337955.77,33884211,212222166.77
Luis Moreno,47704576,58,F,3672063992,luis.moreno@gmail.com,MotorCity,2022-01-01,67663129.06,12855994,80519123.06
Andrés López,89278044,43,M,3922541779,andrés.lópez@gmail.com,MotorCity,2024-08-15,159290754.24,30265243,189555997.24
María Gómez,97480977,34,M,3017283900,maría.gómez@gmail.com,AutoCenter,2021-08-11,159844382.15,30370432,190214814.15
Andrés Moreno,46357721,66,F,3633987254,andrés.moreno@gmail.com,SuperAutos,2020-08-21,171852138.57,32651906,204504044.57
Camila Gómez,99150805,47,F,3961997756,camila.gómez@gmail.com,MotorCity,2020-11-20,169835552.17,32268754,202104306.17
Laura Hernández,80678576,26,M,3417703141,laura.hernández@gmail.com,MotorCity,2022-02-17,119352927.65,22677056,142029983.65
Laura López,64784396,23,M,3443067263,laura.lópez@gmail.com,AutoCenter,2022-05-28,78092751.29,14837622,92930373.29
Laura Ramírez,98769956,47,F,3729639825,laura.ramírez@gmail.com,AutoCenter,2022-03-10,102116578.11,19402149,121518727.11
Sofía Pérez,5320644,31,F,3045137094,sofía.pérez@gmail.com,CarrosYA,2024-07-02,183778948.49,34918000,218696948.49
Carlos Moreno,87299052,41,F,3686176910,carlos.moreno@gmail.com,AutoCenter,2022-09-25,120117205.57,22822269,142939474.57
Andrés Rodríguez,66922566,33,F,3194833489,andrés.rodríguez@gmail.com,CarrosYA,2020-08-24,112503578.74,21375679,133879257.74
Andrés García,40200891,25,M,3951497271,andrés.garcía@gmail.com,CarrosYA,2021-12-11,195920979.02,37224986,233145965.02
Luis López,14950539,33,F,3252342420,luis.lópez@gmail.com,SuperAutos,2020-07-13,148722844.85,28257340,176980184.85
María Pérez,91992142,78,F,3547475063,maría.pérez@gmail.com,CarrosYA,2022-03-09,169945119.64,32289572,202234691.64
Luis Ramírez,57841925,55,M,3630275437,luis.ramírez@gmail.com,Vehimotors,2023-09-17,174712876.74,33195446,207908322.74
Laura Moreno,98237570,28,F,3850339198,laura.moreno@gmail.com,CarrosYA,2023-08-19,199965179.98,37993384,237958563.98
Sofía Martínez,6583116,31,M,3634715065,sofía.martínez@gmail.com,MotorCity,2023-01-23,34006964.94,6461323,40468287.94
Andrés Gómez,18530171,26,F,3567405372,andrés.gómez@gmail.com,CarrosYA,2023-11-18,96912602.44,18413394,115325996.44
Juan Moreno,86680892,58,M,3551347902,juan.moreno@gmail.com,Vehimotors,2024-07-16,176438223.09,33523262,209961485.09
Andrés García,7120238,24,M,3425346601,andrés.garcía@gmail.com,AutoCenter,2022-03-17,81354387.95,15457333,96811720.95
Andrés Ramírez,9611749,42,M,3639528268,andrés.ramírez@gmail.com,SuperAutos,2021-07-05,110344153.98,20965389,131309542.98
Carlos Martínez,31425738,33,F,3686006487,carlos.martínez@gmail.com,MotorCity,2022-11-03,100371375.23,19070561,119441936.23
Pedro Torres,44822067,65,F,3395738552,pedro.torres@gmail.com,AutoCenter,2021-01-22,104863668.45,19924097,124787765.45
Camila López,61921281,45,F,3780745125,camila.lópez@gmail.com,AutoCenter,2020-08-29,42543853.32,8083332,50627185.32
Laura Gómez,95935700,32,F,3495367500,laura.gómez@gmail.com,MotorCity,2020-04-18,151752855.7,28833042,180585897.7
Pedro Hernández,35897758,80,F,3490200935,pedro.hernández@gmail.com,SuperAutos,2022-02-23,157468967.8,29919103,187388070.8
Carlos Hernández,82871330,47,F,3951435684,carlos.hernández@gmail.com,AutoCenter,2022-10-09,158443096.75,30104188,188547284.75
María Pérez,98801468,38,F,3319607351,maría.pérez@gmail.com,SuperAutos,2020-04-30,76648670.9,14563247,91211917.9
Camila Moreno,2440457,42,M,3831203745,camila.moreno@gmail.com,CarrosYA,2021-01-25,61414647.12,11668782,73083429.12
María Torres,3173734,73,F,3392275670,maría.torres@gmail.com,AutoCenter,2023-12-01,140500000.99,26695000,167195000.99
Laura Hernández,81556971,66,M,3037054108,laura.hernández@gmail.com,AutoCenter,2022-03-04,65018457.68,12353506,77371963.68
Camila Martínez,55534373,62,M,3030527671,camila.martínez@gmail.com,Vehimotors,2023-12-24,88548666.48,16824246,105372912.48
Ana Pérez,51224809,50,F,3710920434,ana.pérez@gmail.com,Vehimotors,2024-12-21,123504488.3,23465852,146970340.3
Sofía Torres,1309857,18,M,3998766611,sofía.torres@gmail.com,CarrosYA,2023-04-04,130663583.0,24826080,155489663.0
Camila Rodríguez,74042645,41,F,3786661629,camila.rodríguez@gmail.com,Vehimotors,2023-10-02,121369312.43,23060169,144429481.43
Pedro Martínez,36815566,60,F,3910732803,pedro.martínez@gmail.com,SuperAutos,2023-06-09,175062177.75,33261813,208323990.75
Laura Rodríguez,9603130,49,F,3456016607,laura.rodríguez@gmail.com,SuperAutos,2024-05-19,85300163.74,16207031,101507194.74
Luis Rodríguez,74482776,32,F,3782116309,luis.rodríguez@gmail.com,AutoCenter,2022-11-23,138846283.18,26380793,165227076.18
Carlos Torres,65355623,36,M,3257966086,carlos.torres@gmail.com,Vehimotors,2022-12-02,150858447.52,28663105,179521552.52
Andrés Rodríguez,85269071,29,M,3970724697,andrés.rodríguez@gmail.com,AutoCenter,2022-04-08,134125017.04,25483753,159608770.04
Pedro Ramírez,38006436,74,M,3213185434,pedro.ramírez@gmail.com,CarrosYA,2020-03-19,169827170.4,32267162,202094332.4
Ana Ramírez,98742154,60,M,3289888325,ana.ramírez@gmail.com,SuperAutos,2023-01-05,163581558.95,31080496,194662054.95
Camila Pérez,57934630,61,F,3755794923,camila.pérez@gmail.com,CarrosYA,2024-01-05,142187793.87,27015680,169203473.87
Laura Rodríguez,98056157,20,F,3515740147,laura.rodríguez@gmail.com,SuperAutos,2023-06-17,54941459.11,10438877,65380336.11
María Torres,14666956,22,F,3464696839,maría.torres@gmail.com,MotorCity,2023-01-11,73386943.34,13943519,87330462.34
Luis Hernández,14582048,62,M,3425779628,luis.hernández@gmail.com,SuperAutos,2020-05-11,171453175.83,32576103,204029278.83
Andrés López,12486664,65,F,3673633976,andrés.lópez@gmail.com,Vehimotors,2020-12-21,93866553.11,17834645,111701198.11
María Rodríguez,63316872,78,F,3283771497,maría.rodríguez@gmail.com,SuperAutos,2023-01-02,139625472.43,26528839,166154311.43
Pedro Martínez,50142237,58,M,3145267003,pedro.martínez@gmail.com,CarrosYA,2024-10-07,54994689.67,10448991,65443680.67
Laura García,78865028,76,F,3199727410,laura.garcía@gmail.com,SuperAutos,2020-11-14,179150045.86,34038508,213188553.86
Laura López,85163089,44,F,3316604395,laura.lópez@gmail.com,AutoCenter,2022-07-15,162734872.54,30919625,193654497.54
Carlos Rodríguez,63015685,49,F,3031868986,carlos.rodríguez@gmail.com,SuperAutos,2023-02-05,167197428.48,31767511,198964939.48
Carlos Moreno,32116201,24,M,3141151242,carlos.moreno@gmail.com,SuperAutos,2023-09-09,141247404.01,26837006,168084410.01
Andrés Gómez,65680987,25,M,3175578352,andrés.gómez@gmail.com,AutoCenter,2024-05-14,139833271.22,26568321,166401592.22
María García,42976635,51,M,3047335423,maría.garcía@gmail.com,CarrosYA,2021-10-22,131287562.78,24944636,156232198.78
Sofía Rodríguez,62805790,54,M,3649048568,sofía.rodríguez@gmail.com,SuperAutos,2023-01-18,67777424.36,12877710,80655134.36
Andrés Gómez,84976187,66,M,3393704864,andrés.gómez@gmail.com,SuperAutos,2023-09-16,95437385.58,18133103,113570488.58
Camila Hernández,86408691,76,F,3583428181,camila.hernández@gmail.com,AutoCenter,2021-04-21,79761514.46,15154687,94916201.46
María Moreno,14784610,24,F,3266039079,maría.moreno@gmail.com,SuperAutos,2022-02-06,142535665.77,27081776,169617441.77
Pedro Torres,89480142,74,F,3441908429,pedro.torres@gmail.com,SuperAutos,2020-12-02,53837361.05,10229098,64066459.05
Luis López,37087134,23,M,3552291007,luis.lópez@gmail.com,CarrosYA,2020-09-19,146935070.42,27917663,174852733.42
Camila Ramírez,17208437,28,M,3634479693,camila.ramírez@gmail.com,MotorCity,2023-06-06,129095101.22,24528069,153623170.22
Andrés Torres,10259949,44,M,3371485109,andrés.torres@gmail.com,MotorCity,2022-10-03,129003777.53,24510717,153514494.53
Luis Moreno,92842143,56,M,3345532446,luis.moreno@gmail.com,MotorCity,2023-05-18,193449008.05,36755311,230204319.05
Ana Torres,81262681,30,F,3834103653,ana.torres@gmail.com,CarrosYA,2020-09-04,199356287.88,37877694,237233981.88
Luis Martínez,49219299,56,F,3388415394,luis.martínez@gmail.com,AutoCenter,2020-11-15,111697860.85,21222593,132920453.85
Carlos López,10424543,36,F,3363470540,carlos.lópez@gmail.com,Vehimotors,2024-01-27,193484337.59,36762024,230246361.59
Luis Ramírez,88751559,69,M,3799339638,luis.ramírez@gmail.com,Vehimotors,2024-06-05,157516098.77,29928058,187444156.77
Luis López,62534961,51,M,3747967528,luis.lópez@gmail.com,Vehimotors,2021-09-27,178226614.49,33863056,212089670.49
